0,1,2,3
SPY,0.8781676673758476,-0.16943005379991743,0.06479362120140966
AAPL,0.885449534012743,0.09270749873876952,-0.5320949776550916
MSFT,0.22495401708740037,0.08882389849054449,0.5174335614699885
AMZN,0.8274311349263053,0.1318197775737064,-0.24637898123708252
JNJ,1.5033879062760336,0.16807916434035636,0.08658484195332587
XOM,0.8963890864464759,0.46871153440832425,0.2944076307267566
PG,0.8637642993888235,0.3771420902008614,0.0446827651123898
KO,1.1999614606458364,0.23861259372132373,-0.5720149177644493
WMT,1.3598537295448947,0.8930854380418919,0.316463849013511
INTC,0.8112406152892767,0.31746383301708697,0.22871409747076177
PFE,0.9603156921077897,-0.09003695025889899,0.4676568422321502
DIS,0.6434470037852325,0.565199575420881,0.020246969847272464
CSCO,0.5563104831958529,0.31724212126209583,0.3491497677687049
GE,0.7308949280977621,0.12892449979883827,0.17408675417586203
IBM,0.6144545638234746,0.6297058992340941,-0.7045682047510008
GOOGL,0.4710724084033412,0.39716525656619556,0.5045518954425187
JPM,1.0901308736368476,0.6407207521836119,-0.30671045767314586
V,0.5070546684000327,0.5048550215154389,0.4251581765570853
UNH,1.0692434263394408,0.27346638093732434,0.3288373701171852
HD,0.943091297841492,0.5202289915100788,-0.24892401272427828
MA,0.6679257097473352,0.1263223466148897,-0.3234125029132144
VZ,1.2880909501484732,0.24647162867256273,0.6140814902867823
T,0.9231409627878233,0.37408623606478464,0.4534811373318533
PG,0.8637642993888235,0.3771420902008614,0.0446827651123898
CVX,1.0455626077032905,0.44602473857005975,-0.47868052774031616
PEP,1.3552168943181255,0.2749114901710744,0.5280518775339209
WFC,0.9725701075190469,0.0940891215069567,0.28054701822946365
CMCSA,0.9565582765133468,-0.08260870684897026,-0.07678702517206774
COST,0.6421836271783471,0.12361829140867173,0.23628300230546484
BA,0.6212895171733589,0.1539430667808406,-0.3295687485656684
MCD,0.9415987907841146,0.425873355434355,0.5058497858621155
MDT,1.1509398494411842,0.49473518083843504,0.02362725364844937
ABT,1.3568585391899297,0.40803585288202066,-0.024835778073087796
ORCL,1.2087313882329043,0.6076284527580366,0.13528013751464293
C,0.9384966176844213,0.2767955602227097,0.2557842905985795
KO,1.1999614606458364,0.23861259372132373,-0.5720149177644493
MRK,1.0668296481874195,0.2974649733879781,0.3749972903130022
INTU,1.0177804747378036,-0.13655359776904452,-0.3368052796666907
ADBE,0.7140795504318894,0.25600994856107023,0.5115443286139872
AMGN,1.0055339330481272,0.5306170312772062,-0.006437514093246867
TXN,1.3683981652153279,0.22443961889351227,0.4291651396766165
GILD,0.8325468712146752,-0.09145196494499196,0.6492460096899233
QCOM,0.9685548889552503,0.8521362198588631,-0.0015507178518837882
MO,1.0356174343287543,0.8280722322124482,0.5126522673083646
MMM,1.1367734255021695,0.5086157818242637,-0.4958230245195859
ACN,1.335873796783689,0.1406281756357616,-0.02228126791894595
GS,1.040709339118011,0.13953137143600672,-0.4667715004194441
SPG,0.5419187581496945,0.5092651398685962,-0.32476008154142205
TGT,1.0340329228521337,0.2834490706575346,0.7633773439344504
USB,1.2425455461074537,0.29727378989838976,-0.17442688457346206
SBUX,0.9044455066186153,-0.10319843371213538,0.12401390595375392
CVS,1.1276153251871388,0.49188791009435556,0.5231230959548511
CAT,0.7955620990301503,0.22325050022069157,0.2018115920944424
